Type,subType,stock_number,flavType,item_name,description,rmcPerLitre,bottleSize,rmcPerBottle,addRaw,costBottle
Product,Shortfill,SV6126505,Fruit,Blue Raspberry,Super juicy blue raspberry with a refreshing candy-sweet aftertaste.,£4.14,50,0.2069813038,£0.40,£0.60
Product,Shortfill,SV7101204,Tobacco,Date and Fig Tobacco,A rich tobacco combined with subtle dried fruit notes and a deep leathery undertone.,£4.24,50,0.2120688375,£0.40,£0.61
Product,Shortfill,SV6102205,Fruit,Lemon & Lime,"A perfect blend of sour, tart lemon and tangy, sweet lime",£4.26,50,0.212834135,£0.40,£0.61
Product,Shortfill,SV6102505,Fruit,Apple,Crisp and sweet green apple,£4.38,50,0.218994945,£0.40,£0.62
Product,Shortfill,SV6104305,Ice,Lemon iced tea,"Black tea and natural lemon flavours to create the slightly sweet, refreshing flavour of sun brewed iced tea",£4.52,50,0.2259316225,£0.40,£0.62
Product,Shortfill,SV6136505,Drink,Dark Fruits Cider,Tart and fruity dark berries mixed with a smooth but tangy apple cider base,£4.55,50,0.227288,£0.40,£0.62
Product,Shortfill,SV8102105,Ice,Kool Apple,Crisp and sweet green apple with a icy kick,£4.65,50,0.232260015,£0.40,£0.63
Product,Shortfill,SV7101504,Tobacco,Dessert Tobacco,"Flue-cured tobacco with subtle hints of vanilla, sweet caramel and moreish biscuit.",£4.78,50,0.23921235,£0.40,£0.64
Product,Shortfill,SV8101705,Ice,Lemon & Lime Koolada,"A perfect blend of sour, tart lemon and tangy, sweet lime with an icy kick",£4.89,50,0.24443941,£0.40,£0.64
Product,Shortfill,SV6147010,Fruit,Grape Raspberry Duo,Super juicy black concord grape and tart raspberry with candy bubblegum-like undertones,£2.39,100,0.23894442,£0.42,£0.66
Product,Shortfill,SV5103704,Fruit,Strawberry (40ml),Juicy and ripe strawberry flavour with a tart finish,£6.91,40,0.27638715,£0.40,£0.67
Product,Shortfill,SV6104505,Drink,Peach iced tea,Juicy fuzzy peach with black tea and a cooling aftertaste.,£5.62,50,0.28086942,£0.40,£0.68
Product,Shortfill,SV6160105,Ice,Raspberry Aniseed,Sweet and tangy raspberry perfectly balanced with the cooling hit of aniseed and eucalyptus menthol,£5.64,50,0.281814975,£0.40,£0.68
Product,Shortfill,SV6159805,Ice,Blackcurrant Aniseed,Sweet and tangy blackcurrant perfectly balanced with the cooling hit of aniseed and eucalyptus menthol,£5.79,50,0.289587025,£0.40,£0.69
Product,Shortfill,SV6104605,Fruit,Strawberry (50ml),Juicy and ripe strawberry flavour with a tart finish,£5.84,50,0.29198715,£0.40,£0.69
Product,Shortfill,SV7155810,Dessert,Coconut Cream Cake,Decadent coconut cream and smooth vanilla smooth topped toasted coconut,£2.65,100,0.26511355,£0.42,£0.69
Product,Shortfill,SV6160005,Ice,Lemon & Mint Aniseed,Fresh and tart lemon mint perfectly balanced with the cooling hit of aniseed and eucalyptus menthol,£5.89,50,0.29451318,£0.40,£0.69
Product,Shortfill,SV6104405,Drink,Mint iced tea,"Black tea and sweet mint flavours create the slightly sweet, refreshing flavour of sun brewed iced tea",£5.91,50,0.29550729,£0.40,£0.69
Product,Shortfill,SV6156205,Candy,Rhubarb & Custard,Tart rhubarb balanced with an extra creamy vanilla custard. Remaniencet of the retro sweet shop classic,£6.02,50,0.30111705,£0.40,£0.70
Product,Shortfill,SV7101304,Tobacco,Nutz 4 Tobacco,"A classic caramely tobacco base, mixed perfectly with roasted hazelnuts, pistachios and peanuts.",£7.80,40,0.31206435,£0.40,£0.71
Product,Shortfill,SV6102805,Candy,Black Jack,Dark and sweet licorice with a hint of taffy,£6.58,50,0.32886321,£0.40,£0.73
Product,Shortfill,SV6164805,Candy,Candy Cane,"Minty, sweet and refreshing candy-style peppermint",£6.61,50,0.3304145,£0.40,£0.73
Product,Shortfill,SV6159905,Ice,Grape Aniseed,Sweet and juicy black grape perfectly balanced with the cooling hit of aniseed and eucalyptus menthol,£6.61,50,0.330669235,£0.40,£0.73
Product,Shortfill,SV6101105,Dessert,Blueberry Muffin,"A sticky, stodgy treat topped with fresh blueberries and a hint of cinnamon.",£6.81,50,0.34036119,£0.40,£0.74
Product,Shortfill,SV6257610,Fruit,Orange & Pineapple Duo,Bright and juicy orange mixed with a sun-ripened pineapple,£3.51,100,0.35062395,£0.42,£0.77
Product,Shortfill,SV6147210,Fruit,Strawberry Kiwi Duo,Sweet and juicy strawberries with tropical kiwi throughout,£3.66,100,0.36593232,£0.42,£0.79
Product,Shortfill,SV5103304,Drink,Blackcurrant lemonade,Dark fruity notes with a fresh citrus all blended together with an icy cold after note.,£8.09,50,0.40440426,£0.40,£0.80
Product,Shortfill,SV5111704,Ice,The Blue One,The perfect blend of dark berry fruit with aniseed and a cooling menthol finish,£10.34,40,0.413400195,£0.40,£0.81
Product,Shortfill,SV6100905,Dessert,Lemon Tart,Tangy lemon curd with a soft spongy finished with a rich vanilla cream,£8.35,50,0.41758119,£0.40,£0.81
Product,Shortfill,SV6111605,Dessert,Raspberry Tart,Subtle sweet Raspberry with a flaky biscuit crust finished with a rich vanilla cream,£8.40,50,0.4197551475,£0.40,£0.82
Product,Shortfill,SV5103804,Ice,Red One,Sweet and tangy red berries perfectly balanced with the cooling hit of aniseed and menthol,£10.56,40,0.4225713375,£0.40,£0.82
Product,Shortfill,SV6257805,Ice,Cherry Aniseed,Sweet and juicy cocktail cherry perfectly balanced with the cooling hit of aniseed and eucalyptus menthol,£8.75,50,0.437475432,£0.40,£0.83
Product,Shortfill,SV6257710,Ice,Orange & Pineapple Duo Ice,Bright and juicy orange mixed with a sun-ripened pineapple with an icy kick,£4.24,100,0.4237236,£0.42,£0.85
Product,Shortfill,SV6147510,Ice,Grape Raspberry Duo Ice,Super juicy black concord grape and tart raspberry with candy bubblegum-like undertones and an icy finish,£4.24,100,0.42401489,£0.42,£0.85
Product,Shortfill,SV6156805,Dessert,Strawberry Shake,A sweet candy like strawberry blended with a smooth vanilla shake,£9.62,50,0.481165555,£0.40,£0.88
Product,Shortfill,SV6105105,Drink,Black Lemonade,Dark fruity notes with a fresh citrus all blended together with an icy cold after note.,£9.72,50,0.486005325,£0.40,£0.88
Product,Shortfill,SV6102605,Fruit,Blackcurrant Lychee,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour,£9.90,50,0.49476024,£0.40,£0.89
Product,Shortfill,SV6103105,Ice,Cherry Tunes,"Sweet black cherry mixed with menthol and a hint of 
eucalyptus",£10.30,50,0.5149307475,£0.40,£0.91
Product,Shortfill,SV9101805,Ice,Kool Blackcurrant Lychee,Sweet and tart blackcurrant with tropical and fruity lychee. A very well-balanced flavour with an icy hit,£10.62,50,0.53085123,£0.40,£0.93
Product,Shortfill,SV6136705,Drink,Passionfruit Cider,An aromatic and tart flavour with a tangy passionfruit and a cider base,£10.78,50,0.538777265,£0.40,£0.93
Product,Shortfill,SV6117510,Candy,Strawberry Cotton Candy,Sugary sweet candyfloss with a subtle candy strawberry undertone,£5.26,100,0.52551564,£0.42,£0.95
Product,Shortfill,SV6156905,Dessert,Banana Shake,A rich vanilla ice cream shake blended with ripe banana.,£11.08,50,0.553928765,£0.40,£0.95
Product,Shortfill,SV6251310,Drink,Cherryade Ice,Super juicy maraschino cherries blended with a light lemonade flavour with a gentle fizz,£5.40,100,0.539657616,£0.42,£0.96
Product,Shortfill,SV6147710,Ice,Strawberry Kiwi Duo Ice,Sweet and juicy strawberries with tropical kiwi throughout and an icy hit,£5.49,100,0.54947334,£0.42,£0.97
Product,Shortfill,SV7129940,Fruit,Tropical Mix,A blend of ripe and juicy tropical fruits with a mild tartness running thoughout,£14.54,40,0.5814081,£0.40,£0.98
Product,Shortfill,SV7229110,Dessert,Gingerbread Man,Brown sugar biscuit with a warm ginger spice running throughout,£5.55,100,0.555468358,£0.42,£0.98
Product,Shortfill,SV6102705,Candy,Pear Drops,"Old Skool sweet shop classic, candy sweet pear.",£11.67,50,0.58357962,£0.40,£0.98
Product,Shortfill,SV6136205,Drink,Mango & Raspberry Cider,"Tropical mango, sweet-tart raspberry blended with our apple cider base",£11.71,50,0.5853979625,£0.40,£0.98
Product,Shortfill,SV6258505,Dessert,Apricot Waffle,Thick Belgian waffle topped with a sweet apricot compote,£11.95,50,0.597356406,£0.40,£0.99
Product,Shortfill,SV6102405,Fruit,Blackcurrant mango,An intense mixture of sweet mango and classic Blackcurrant.,£12.15,50,0.60754863,£0.40,£1.00
Product,Shortfill,SV6257905,Dessert,Blueberry Danish Waffle,Thick Belgian waffle topped with blueberry compote and a hint of cinnamony pastry,£12.72,50,0.6360905784,£0.40,£1.03
Product,Shortfill,SV9101605,Ice,Kool Blackcurrant mango,"An intense mixture of sweet mango and classic Blackcurrant with a cooling, cold hit.",£12.87,50,0.64363962,£0.40,£1.04
Product,Shortfill,SV1100605,Dessert,Creamy Custard,"Decadent and rich vanilla custard, smooth from start to finish",£13.32,50,0.6661824,£0.40,£1.06
Product,Shortfill,SV6258305,Dessert,Toffee Apple Waffle,"Thick Belgian waffle topped with brown sugar toffee and mellow, sweet apple.",£13.66,50,0.683048676,£0.40,£1.08
Product,Shortfill,SV7166110,Dessert,Apple Crumble & Custard,"Warm and buttery apple pie with a hint of cinnamon, topped with a rich and decadent vanilla custard",£14.22,50,0.710845265,£0.40,£1.11
Product,Shortfill,SV6161305,Candy,Gummy Bears,Mixed fruit candy flavour with a gummy edge,£14.38,50,0.718869125,£0.40,£1.12
Product,Shortfill,SV1100505,Candy,Watermelon Bubblegum,Ripe mouthwatering watermelon mixed with an extra juicy mixed fruit bubblegum,£14.57,50,0.72858708,£0.40,£1.12
Product,Shortfill,SV6104205,Fruit,Tropical sparkle,"Sublime tropical juice, encapsulating mango, peach, lime and fresh juicy pineapple.",£14.61,50,0.730326285,£0.40,£1.13
Product,Shortfill,SV1105505,Dessert,Raspberry and Strawberry Jam Doughnut,Fried and glazed doughnut overflowing with sweet strawberry and raspberry jam,£14.62,50,0.7307872,£0.40,£1.13
Product,Shortfill,SV1105405,Dessert,Custard Doughnut,Fried and glazed doughnut overflowing with a creamy vanilla custard,£14.63,50,0.731536,£0.40,£1.13
Product,Shortfill,SV6147110,Fruit,Apple Blackcurrant Duo,Fresh green apple with a sweet and tart blackcurrant.,£7.07,100,0.70732272,£0.42,£1.13
Product,Shortfill,SV6157005,Dessert,Mint Choc Fudge Shake,Thick and stodgy chocolate fudge shake with a refreshing minty top note,£14.75,50,0.737454835,£0.40,£1.13
Product,Shortfill,SV1105305,Dessert,Apple Cinnamon Doughnut,Fried and glazed doughnut overflowing with cinnamony cooked apple sauce,£15.28,50,0.7642128,£0.40,£1.16
Product,Shortfill,SV1100705,Dessert,Strawberry Shortcake,A rich and creamy layer cake mixed with a sweet-tart strawberry compote.,£15.42,50,0.770796,£0.40,£1.17
Product,Shortfill,SV6258405,Dessert,Strawberry Waffle,Thick Belgian waffle topped with a sweet strawberry jam,£15.51,50,0.775303981,£0.40,£1.17
Product,Shortfill,SV6104105,Drink,Raspberry Lemonade,Homemade lemonade finished with a sharp raspberry overtone.,£15.58,50,0.77891385,£0.40,£1.18
Product,Shortfill,SV6147410,Fruit,Apple Pear Duo,"Crisp, fresh green apple combined with honey sweet pear",£7.71,100,0.77059242,£0.42,£1.19
Product,Shortfill,SV6258005,Fruit,Kiwi Passionfruit Guava,Tart kiwi and tangy passionfruit blended with tropical and fruity guava,£16.12,50,0.8062342635,£0.40,£1.20
Product,Shortfill,SV1105205,Dessert,Blueberry Jam Doughnut,Fried and glazed doughnut overflowing with a sweet blueberry jam,£16.59,50,0.8295664,£0.40,£1.23
Product,Shortfill,SV6258205,Dessert,Banana Caramel Nut Waffle,Thick Belgian waffle topped with gooey banana caramel and a sprinkle of roasted hazlenuts,£17.24,50,0.8619075435,£0.40,£1.26
Product,Shortfill,SV6104005,Ice,Blackcurrant Blush,Freshly picked blackcurrants lifted by a cooling mint.,£17.30,50,0.8651042118,£0.40,£1.26
Product,Shortfill,SV7117610,Dessert,Key Lime Pie,"creamy and zingy lime cookies,",£8.57,100,0.85670832,£0.42,£1.28
Product,Shortfill,SV6147610,Ice,Apple Blackcurrant Duo Ice,Fresh green apple with a sweet and tart blackcurrant with an icy hit,£8.91,100,0.89086374,£0.42,£1.32
Product,Shortfill,SV7136005,Dessert,Carrot Cake,Light but well spiced cakey flavour topped with a smooth creamy icing,£18.79,50,0.9397023188,£0.40,£1.34
Product,Shortfill,SV7130040,Drink,Mango Ice Tea,Tropical mango tea with a cool ice base!,£24.57,40,0.98272629,£0.40,£1.38
Product,Shortfill,SV6147910,Dessert,Apple Pear Duo Ice,"Crisp, fresh green apple combined with honey sweet pear with an icy kick",£9.56,100,0.95566289,£0.42,£1.38
Product,Shortfill,SV6156010,Dessert,Chocolate Fudge Brownie,"Dark and velvety chocolate with a stodgy, fudgy base",£9.97,100,0.99654789,£0.42,£1.42
Product,Shortfill,SV6164905,Dessert,Mince Pie Xmas Pudding,"Dried fruits and warming winter spices, with a pleasant cakey/ biscuit background note",£24.98,50,1.24924241,£0.40,£1.65
Product,Shortfill,SV7155910,Dessert,Birthday Cake,Soft and smooth vanilla sponge topped with a sugary and creamy frosting,£12.77,100,1.27692864,£0.42,£1.70
Product,Shortfill,SV6117410,Fruit,Pineapple and Coconut,Ripe and juicy pineapple with a luxurious creamy coconut finish,£13.19,100,1.31877018,£0.42,£1.74
Product,Shortfill,SV6117310,Candy,Rainbow Candy,Pick n mix gummy skittle candy flavour,£14.98,100,1.49759298,£0.42,£1.92
Product,Shortfill,SV7130140,Fruit,Berry Mix,"Sweet, sharp and tangy - A well rounded berry mix!",£42.99,40,1.719565714,£0.40,£2.12
Product,Shortfill,SV6155710,Dessert,Bakewell Tart,"A thick buttery pastry base topped with an almond-rich frangipane and sugary sweet icing. Of course, with a cherry on top",£18.92,100,1.89245251,£0.42,£2.32
Product,Shortfill,SV6147310,Fruit,Mango Passion Duo,Sweet and ripe Alphonso mango mixed with tart and sour passionfruit,£26.30,100,2.63023722,£0.42,£3.05
Product,Shortfill,SV6147810,Ice,Mango Passion Duo Ice,"Sweet and ripe Alphonso mango mixed with tart and sour passionfruit, with any icy kick",£31.49,100,3.14908529,£0.42,£3.57
Product,Nic Salt,P5274120,Ice,Pink Lemonade (Raspberry) - 20mg,Homemade lemonade finished with a sharp raspberry overtone.,£13.54,10,0.135435328,£0.17,£0.30
Product,Nic Salt,P5273820,Ice,Blue Raspberry Lemonade - 20mg,Tangy and sweet blue raspberry blended with a traditional American-style lemonade,£15.61,10,0.15609925,£0.17,£0.32
Product,Nic Salt,P5261710,Ice,Mango Passionfruit - 10mg,Sweet and ripe Alphonso mango mixed with tart and sour passionfruit,£28.59,10,0.28591537,£0.17,£0.45
Product,Nic Salt,P5261720,Ice,Mango Passionfruit - 20mg,Sweet and ripe Alphonso mango mixed with tart and sour passionfruit,£31.19,10,0.31191511,£0.17,£0.48
Product,Nic Salt,P5269320,Ice,Triple Melon - 20mg,"Melon combined with melon & melon, a super juicy and mouthwatering flavour",£22.93,10,0.2293440356,£0.17,£0.40
Product,Nic Salt,P5269310,Ice,Triple Melon - 10mg,"Melon combined with melon & melon, a super juicy and mouthwatering flavour",£20.33,10,0.2033442956,£0.17,£0.37
Product,Nic Salt,P5268320,Ice,Pineapple Passionfruit - 20mg,"Tropical and funky. Tangy and sweet pineapple, with tart and floral passionfruit",£19.95,10,0.19945146,£0.17,£0.37
Product,Nic Salt,P5258110,Ice,Kiwi Passionfruit Guava - 10mg,Tart kiwi and tangy passionfruit blended with tropical and fruity guava,£17.90,10,0.1790045968,£0.17,£0.35
Product,Nic Salt,P5258120,Ice,Kiwi Passionfruit Guava - 20mg,Tart kiwi and tangy passionfruit blended with tropical and fruity guava,£20.50,10,0.2050043368,£0.17,£0.37
Product,Nic Salt,P5268310,Ice,Pineapple Passionfruit - 10mg,"Tropical and funky. Tangy and sweet pineapple, with tart and floral passionfruit",£17.35,10,0.17345172,£0.17,£0.34
Product,Nic Salt,P5266820,Ice,Blueberry Sour Raspberry - 20mg,"Sweet, fresh blueberry, with sweet and sour raspberry",£15.85,10,0.15845531,£0.17,£0.32
Product,Nic Salt,P5267820,Ice,Strawberry Raspberry Cherry - 20mg,Sweet-tart berries combined with a sweet and juicy cocktail cherry,£13.36,10,0.133573828,£0.17,£0.30
Product,Nic Salt,P5266810,Ice,Blueberry Sour Raspberry - 10mg,"Sweet, fresh blueberry, with sweet and sour raspberry",£13.25,10,0.13245557,£0.17,£0.30
Product,Nic Salt,P5268420,Ice,Strawberry Banana - 20mg,Sweet-tart strawberry mixed with ripe and tropical banana,£13.04,10,0.13042419,£0.17,£0.30
Product,Nic Salt,P5268120,Ice,Cherry peach lemonade - 20mg,Tart cocktail cherry and fuzzy ripe peach blended with an old-school lemonade flavour,£11.44,10,0.114367796,£0.17,£0.28
Product,Nic Salt,P5268520,Ice,Watermelon Sour Apple - 20mg,Soft and juicy watermelon blended with tart and tangy sour apple,£11.34,10,0.113435315,£0.17,£0.28
Product,Nic Salt,P5267920,Ice,Apple Blackcurrant - 20mg,Fresh green apple with a sweet and tart blackcurrant,£11.25,10,0.11246924,£0.17,£0.28
Product,Nic Salt,P5267810,Ice,Strawberry Raspberry Cherry - 10mg,Sweet-tart berries combined with a sweet and juicy cocktail cherry,£10.76,10,0.107574088,£0.17,£0.27
Product,Nic Salt,P5266920,Ice,Orange Mango - 20mg,Tart and tangy-sweet orange combined with ripe and tropical mango,£10.67,10,0.1067393625,£0.17,£0.27
Product,Nic Salt,P5268410,Ice,Strawberry Banana - 10mg,Sweet-tart strawberry mixed with ripe and tropical banana,£10.44,10,0.10442445,£0.17,£0.27
Product,Nic Salt,P5267120,Ice,Raspberry Orange - 20mg,"Ripe and tart raspberry, mixed with a rich breakfast-style orange juice leaving a sherbet-like aftertaste",£9.55,10,0.095528035,£0.17,£0.26
Product,Nic Salt,P5261620,Ice,Strawberry Kiwi - 20mg,Sweet and juicy strawberries with tropical kiwi throughout,£9.54,10,0.095408235,£0.17,£0.26
Product,Nic Salt,P5267020,Ice,Orange Pineapple - 20mg,Bright and juicy orange mixed with a sun-ripened pineapple,£9.35,10,0.09352976,£0.17,£0.26
Product,Nic Salt,P5268110,Ice,Cherry peach lemonade - 10mg,Tart cocktail cherry and fuzzy ripe peach blended with an old-school lemonade flavour,£8.84,10,0.088368056,£0.17,£0.25
Product,Nic Salt,P5268510,Ice,Watermelon Sour Apple - 10mg,Soft and juicy watermelon blended with tart and tangy sour apple,£8.74,10,0.087435575,£0.17,£0.25
Product,Nic Salt,P5267910,Ice,Apple Blackcurrant - 10mg,Fresh green apple with a sweet and tart blackcurrant,£8.65,10,0.0864695,£0.17,£0.25
Product,Nic Salt,P5266910,Ice,Orange Mango - 10mg,Tart and tangy-sweet orange combined with ripe and tropical mango,£8.07,10,0.0807396225,£0.17,£0.25
Product,Nic Salt,P5256310,Ice,Strawberry Watermelon Peach - 10mg,"Fresh and ripe strawberries and peaches, blended with an extra juicy watermelon",£7.15,10,0.07145307,£0.17,£0.24
Product,Nic Salt,P5256320,Ice,Strawberry Watermelon Peach - 20mg,"Fresh and ripe strawberries and peaches, blended with an extra juicy watermelon",£12.35,10,0.12345255,£0.17,£0.29
Product,Nic Salt,P5267110,Ice,Raspberry Orange - 10mg,"Ripe and tart raspberry, mixed with a rich breakfast-style orange juice leaving a sherbet-like aftertaste",£6.95,10,0.069528295,£0.17,£0.24
Product,Nic Salt,P5261610,Ice,Strawberry Kiwi - 10mg,Sweet and juicy strawberries with tropical kiwi throughout,£6.94,10,0.069408495,£0.17,£0.24
Product,Nic Salt,P5267010,Ice,Orange Pineapple - 10mg,Bright and juicy orange mixed with a sun-ripened pineapple,£6.75,10,0.06753002,£0.17,£0.23
Product,Nic Salt,P5261510,Ice,Grape Raspberry - 10mg,Super juice black concord grape and tart raspberry with a candy bubblegum-like finish,£5.81,10,0.058061445,£0.17,£0.22
Product,Nic Salt,P5261520,Ice,Grape Raspberry - 20mg,Super juice black concord grape and tart raspberry with a candy bubblegum-like finish,£8.41,10,0.084061185,£0.17,£0.25
Product,Nic Salt,P5274110,Ice,Pink Lemonade (Raspberry) - 10mg,Homemade lemonade finished with a sharp raspberry overtone.,£10.94,10,0.109435588,£0.17,£0.28
Product,Nic Salt,P5273810,Ice,Blue Raspberry Lemonade - 10mg,Tangy and sweet blue raspberry blended with a traditional American-style lemonade,£13.01,10,0.13009951,£0.17,£0.30
Product,Nic Salt,P5269110,Ice,NRG - 10mg,"Red Bull inspired energy drink flavour, sweet, sour and fruity.",£9.31,10,0.09306566,£0.17,£0.26
Product,Nic Salt,P5269120,Ice,NRG - 20mg,"Red Bull inspired energy drink flavour, sweet, sour and fruity.",£11.91,10,0.1190654,£0.17,£0.29
